store_id,item_id,method,coverage,avg_interval_width,mean_cost,cvar_90,cvar_95,service_level,total_cost
4,3,Normal_CVaR,0.9315068493150684,26.05230446653891,571.545622171243,798.7845480448462,892.5376582772858,0.9232876712328767,208614.1520925037
4,3,SAA,,,584.6580787396197,780.0374996727097,852.7750453578152,0.9424657534246575,213400.1987399612
4,3,MCDropout_LSTM,0.9205479452054794,62.710532673750585,640.8961870638863,995.2872648504019,1195.7684592108237,0.8767123287671232,233927.10827831848
4,4,Conformal_CVaR,0.9205479452054794,18.744996580844706,357.8715879541254,498.3739214757835,560.3907272258548,0.9287671232876712,130623.12960325577
4,4,Normal_CVaR,0.915068493150685,18.218199382625755,355.9530665790654,500.9334119994522,567.7005716350885,0.9260273972602739,129922.86930135888
4,4,SAA,,,357.1684792503124,498.37361512057277,561.5841846180899,0.9260273972602739,130366.49492636402
4,4,MCDropout_LSTM,0.9342465753424658,33.5664300878011,394.7173205052037,566.8709110453835,694.0073812762255,0.8876712328767123,144071.82198439934
4,5,Conformal_CVaR,0.9315068493150684,16.759641033916687,312.42957532811374,444.88020633773317,489.46871966930485,0.9506849315068493,114036.79499476151
4,5,Normal_CVaR,0.9424657534246575,17.448763239589038,315.34186058672526,444.1123892969663,485.76820181006,0.9561643835616438,115099.77911415472
4,5,SAA,,,315.7442307772769,443.65009646224416,484.2574884980388,0.9561643835616438,115246.64423370607
4,5,MCDropout_LSTM,0.9260273972602739,28.667483822167203,339.5228923645402,506.1593938645283,620.9927238301308,0.8904109589041096,123925.85571305719
5,1,Conformal_CVaR,0.958904109589041,17.28299959712744,282.6591159801058,371.7281666208944,405.09967046987504,0.9671232876712329,103170.57733273863
5,1,Normal_CVaR,0.947945205479452,16.664681445978285,279.8503151188816,371.46452929509593,407.3496180311674,0.9671232876712329,102145.36501839178
5,1,SAA,,,285.9571501503087,372.32040308917783,403.20956773817875,0.9698630136986301,104374.35980486266
5,1,MCDropout_LSTM,0.9616438356164384,25.64129180111852,292.5351652405762,380.6749127523715,451.4785070680918,0.9397260273972603,106775.33531281032
5,2,Conformal_CVaR,0.9287671232876712,27.366073485003255,646.9979790771495,872.6904449024562,916.8685744666693,0.9095890410958904,236154.26236315956
5,2,Normal_CVaR,0.915068493150685,26.53742779574169,644.3596802524557,879.3727942598097,927.911340914866,0.9013698630136986,235191.28329214634
5,2,SAA,,,649.1751033064897,867.7604864916614,908.6011052269988,0.9123287671232877,236948.91270686875
5,2,MCDropout_LSTM,0.8712328767123287,71.213545128479,727.3288513332099,1254.7445441069103,1404.5028297461906,0.8191780821917808,265475.0307366216
5,3,Conformal_CVaR,0.9506849315068493,21.032909955510636,427.1792760970278,573.6114836182321,615.2197905139911,0.947945205479452,155920.43577541516
5,3,Normal_CVaR,0.9561643835616438,21.751070012926167,430.172082622467,572.6959494739702,610.539657826216,0.9534246575342465,157012.81015720044
5,3,SAA,,,430.9808139505829,572.2907684636307,609.0702545042074,0.9561643835616438,157307.99709196275
5,3,MCDropout_LSTM,0.9123287671232877,40.92645638184604,472.8422540885409,701.5131701125215,823.2569868113981,0.863013698630137,172587.42274231743
5,4,Conformal_CVaR,0.9534246575342465,16.517497430078485,277.4277508825664,373.6761699600122,406.00973039419875,0.9561643835616438,101261.12907213673
5,4,Normal_CVaR,0.9506849315068493,16.368040512245123,276.78778257614886,373.55506745570324,406.55771377026,0.9561643835616438,101027.54064029433
5,4,SAA,,,284.5186947389427,375.4540271670941,402.1470115885093,0.9753424657534246,103849.32357971408
5,4,MCDropout_LSTM,0.9232876712328767,22.003604917585402,289.44108812911793,425.0560182940419,516.3143402428257,0.8849315068493151,105645.99716712805
5,5,Conformal_CVaR,0.9287671232876712,14.37100930024683,241.05502393887238,331.61385711378216,366.7135462946069,0.9260273972602739,87985.08373768842
5,5,Normal_CVaR,0.9205479452054794,14.055645504538063,239.9201224206186,332.84889281798195,369.0667190581055,0.9260273972602739,87570.8446835258
5,5,SAA,,,239.29117953264355,333.83909186423307,370.47822940697466,0.9260273972602739,87341.2805294149
5,5,MCDropout_LSTM,0.9315068493150684,19.670159209757724,253.75129276172837,376.8078163983071,463.1657626506384,0.9041095890410958,92619.22185803085
